cuotas,monto,edad,ingresos,empresa,comerciante,comercio,sucursal,plan,sexo,ocupacion,calificacion,nacionalidad,localidad,mora
0.07,0.1896,0.45,0.0053,0.1,0.0001,0.0212,0.05,0.0282,0.147,0.0133,0.0016,0.3466,0.3574,False
0.06,0.0033,0.32,0.3015,0.1,0.1094,0.4496,0.14,0.2389,0.154,0.0133,0.0016,0.3466,0.2671,False
0.06,0.0333,0.37,0.03,0.1,0.0157,0.0378,0.05,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,False
0.06,0.0221,0.26,0.0452,0.1,0.1103,0.363,0.49,0.2318,0.154,0.0133,0.0016,0.3466,0.6471,False
0.12,0.0111,0.43,0.09,0.1,0.0158,0.1493,0.08,0.2317,0.147,0.0133,0.0015,0.3466,0.4579,True
0.09,0.0056,0.65,0.1776,0.1,0.016,0.1494,0.24,0.2317,0.147,0.2068,0.0016,0.3466,0.0861,False
0.05,0.0799,0.61,0.0125,0.1,0.0001,0.0216,0.02,0.0276,0.147,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0167,0.3,0.0599,0.1,0.0158,0.1493,0.1,0.2317,0.154,0.207,0.0015,0.3466,0.4637,False
0.06,0.0036,0.21,0.275,0.1,0.0698,0.1494,0.28,0.2317,0.154,0.0133,0.0016,0.3466,0.2854,True
0.12,0.0483,0.26,0.0207,0.1,0.1051,0.3416,0.48,0.2318,0.154,0.0133,0.0016,0.3466,0.5332,False
0.04,0.003,0.31,0.3299,0.1,0.1279,0.4523,0.49,0.2396,0.154,0.0133,0.0015,0.3466,0.2428,False
0.12,0.02,0.77,0.0501,0.1,0.0158,0.1493,0.07,0.2317,0.147,0.2068,0.0016,0.3466,0.5074,False
0.12,0.0012,0.47,0.8175,0.1,0.0159,0.1493,0.14,0.2317,0.154,0.0133,0.0016,0.3466,0.2671,False
0.12,0.01,0.44,0.1,0.1,0.1103,0.363,0.49,0.2318,0.154,0.0133,0.0015,0.3466,0.4579,True
0.12,0.0023,0.29,0.4343,0.1,0.0158,0.1493,0.07,0.205,0.147,0.0134,0.3441,0.3466,0.5074,False
0.06,0.0034,0.61,0.2971,0.1,0.0159,0.1493,0.14,0.2317,0.147,0.2068,0.0015,0.3466,0.2671,False
0.06,0.0029,0.62,0.3496,0.1,0.0159,0.1493,0.14,0.2317,0.147,0.2068,0.0016,0.3466,0.2671,False
0.04,0.0015,0.35,0.6877,0.1,0.124,0.4072,0.49,0.2224,0.147,0.0133,0.0015,0.3466,0.241,True
0.06,0.002,0.21,0.5,0.1,0.0158,0.1493,0.07,0.2317,0.154,0.2069,0.0015,0.3466,0.5074,True
0.12,0.0711,0.59,0.0141,0.1,0.131,0.4336,0.47,0.2319,0.147,0.2068,0.0016,0.3466,0.4579,True
0.09,0.0157,0.6,0.0636,0.1,0.0772,0.4126,0.35,0.2232,0.147,0.2068,0.0016,0.3466,0.4579,True
0.09,0.0189,0.29,0.0529,0.1,0.1051,0.3416,0.48,0.2318,0.147,0.0133,0.0016,0.3466,0.5891,True
0.09,0.0273,0.32,0.0366,0.1,0.0157,0.1492,0.01,0.2317,0.154,0.0133,0.0016,0.3466,0.2194,False
0.12,0.069,0.25,0.0145,0.1,0.0157,0.1492,0.04,0.2317,0.154,0.0133,0.0016,0.3466,0.5653,False
0.06,0.0058,0.58,0.1712,0.1,0.0243,0.3264,0.24,0.2102,0.154,0.0133,0.0016,0.3466,0.0528,False
0.12,0.0034,0.22,0.2973,0.1,0.0158,0.1493,0.1,0.2317,0.147,0.0133,0.0016,0.3466,0.407,False
0.09,0.01,0.24,0.1,0.1,0.0157,0.1492,0.02,0.2317,0.154,0.0133,0.0015,0.3466,0.3206,True
0.06,0.0033,0.51,0.3077,0.1,0.0158,0.1493,0.07,0.2317,0.154,0.0133,0.0015,0.3466,0.0702,False
0.06,0.0019,0.2,0.54,0.1,0.0157,0.1492,0.02,0.2317,0.154,0.0133,0.0015,0.3466,0.5702,True
0.09,0.0042,0.24,0.2359,0.1,0.1322,0.4363,0.08,0.2338,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0023,0.32,0.4281,0.1,0.0158,0.3609,0.09,0.2318,0.154,0.0133,0.0015,0.3466,0.0702,False
0.06,0.0083,0.35,0.12,0.1,0.1129,0.3733,0.09,0.2178,0.147,0.0133,0.0016,0.3466,0.4579,False
0.09,0.005,0.37,0.2,0.1,0.0157,0.1492,0.01,0.2317,0.154,0.0133,0.0016,0.3466,0.4637,False
0.06,0.001,0.31,1,0.3,0.1361,0.446,0.38,0.2376,0.147,0.0133,0.0016,0.3854,0.1751,False
0.12,0.0013,0.63,0.7888,0.3,0.1272,0.4209,0.37,0.2271,0.147,0.2068,0.0015,0.3466,0.1296,False
0.09,0.0041,0.47,0.2451,0.1,0.0157,0.1492,0.04,0.2317,0.147,0.0133,0.0015,0.3466,0.5653,False
0.04,0.0033,0.31,0.3031,0.1,0.131,0.4336,0.47,0.2319,0.147,0.0133,0.0016,0.3466,0.1506,True
0.09,0.0085,0.62,0.1173,0.1,0.1251,0.4112,0.36,0.2318,0.147,0.2068,0.0016,0.3466,0.3098,False
0.06,0.007,0.25,0.1433,0.1,0.0698,0.1494,0.28,0.2317,0.154,0.0133,0.0016,0.3466,0.5884,False
0.06,0.0011,0.39,0.8855,0.1,0.1266,0.4522,0.49,0.2396,0.147,0.0133,0.0016,0.3466,0.5923,False
0.04,0.0022,0.29,0.4538,0.1,0.0546,0.3445,0.01,0.2265,0.154,0.0133,0.0015,0.3466,0.2194,True
0.12,0.0046,0.3,0.2197,0.1,0.0347,0.3457,0.07,0.2142,0.154,0.0133,0.0016,0.3466,0.5074,True
0.09,0.0134,0.21,0.0746,0.1,0.1051,0.3416,0.48,0.2318,0.147,0.207,0.0015,0.3466,0.5176,False
0.12,0.002,0.55,0.5,0.1,0.0749,0.1494,0.35,0.2051,0.147,0.2068,0.0015,0.3466,0.4579,True
0.06,0.0133,0.39,0.075,0.1,0.0158,0.0335,0.1,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0029,0.4,0.3438,0.1,0.0157,0.1492,0.02,0.2317,0.154,0.0133,0.0016,0.3466,0.4637,False
0.12,0.0489,0.6,0.0204,0.1,0.124,0.4072,0.49,0.2224,0.154,0.0133,0.0016,0.3466,0.0372,False
0.06,0.0022,0.33,0.4651,0.1,0.0158,0.1493,0.1,0.2317,0.154,0.0133,0.0015,0.3466,0.0372,True
0.06,0.0066,0.52,0.1508,0.1,0.0158,0.1493,0.1,0.2317,0.147,0.0133,0.0016,0.3466,0.5923,False
0.12,0.0183,0.22,0.0548,0.1,0.0158,0.1493,0.1,0.205,0.154,0.0133,0.0015,0.3466,0.3475,True
0.09,0.0277,0.49,0.0361,0.1,0.0157,0.1493,0.06,0.2317,0.147,0.0133,0.0016,0.3466,0.3056,False
0.06,0.0138,0.22,0.0724,0.1,0.0157,0.1492,0.02,0.2317,0.154,0.0133,0.0015,0.3466,0.543,True
0.06,0.001,0.28,0.9775,0.1,0.1207,0.3964,0.05,0.221,0.147,0.0133,0.0014,0.3466,0.4579,False
0.06,0.002,0.61,0.5,0.1,0.0161,0.1494,0.26,0.2317,0.147,0.2068,0.0016,0.3466,0.4579,False
0.06,0.0485,0.23,0.0206,0.1,0.0157,0.0377,0.02,0.2316,0.147,0.0133,0.0015,0.3466,0.4579,False
0.06,0.0024,0.74,0.4162,0.1,0.1279,0.4523,0.49,0.2396,0.154,0.2068,0.0015,0.3466,0.5017,True
0.06,0.0083,0.23,0.12,0.1,0.0157,0.1492,0.04,0.2317,0.147,0.0133,0.0016,0.3466,0.5702,True
0.12,0.0011,0.5,0.8712,0.1,0.131,0.4336,0.47,0.2319,0.154,0.0133,0.0015,0.3466,0.5561,True
0.06,0.0044,0.25,0.2281,0.1,0.0161,0.1494,0.26,0.2317,0.154,0.0133,0.0015,0.3466,0.5833,False
0.06,0.0012,0.3,0.8279,0.1,0.131,0.4479,0.47,0.2383,0.154,0.0133,0.0015,0.4371,0.4651,False
0.12,0.0086,0.31,0.116,0.1,0.0157,0.1492,0.04,0.2317,0.154,0.207,0.0015,0.3466,0.0473,True
0.12,0.0208,0.71,0.0481,0.1,0.016,0.1494,0.24,0.2317,0.147,0.2068,0.0016,0.3466,0.0861,False
0.06,0.0018,0.29,0.5474,0.1,0.1165,0.4498,0.06,0.2388,0.147,0.0133,0.0015,0.3466,0.4579,False
0.06,0.0019,0.27,0.5182,0.1,0.135,0.455,0.25,0.2405,0.147,0.0133,0.0015,0.3466,0.3524,False
0.12,0.0011,0.24,0.893,0.1,0.0749,0.1494,0.35,0.2317,0.154,0.0133,0.0015,0.3466,0.5332,True
0.04,0.007,0.38,0.1429,0.1,0.1323,0.4371,0.36,0.234,0.154,0.0133,0.0016,0.3466,0.1777,False
0.12,0.1072,0.33,0.0093,0.1,0.1251,0.4112,0.36,0.2318,0.147,0.0133,0.0016,0.3466,0.5973,False
0.06,0.0029,0.61,0.3429,0.3,0.1272,0.4215,0.37,0.2318,0.147,0.2068,0.0015,0.3466,0.1296,False
0.09,0.0049,0.69,0.2027,0.1,0.0749,0.1494,0.35,0.2317,0.154,0.2068,0.0016,0.3466,0.3098,True
0.12,0.0014,0.33,0.7,0.1,0.0749,0.1446,0.35,0.2317,0.154,0.0133,0.0016,0.3466,0.5332,True
0.12,0.0039,0.31,0.255,0.1,0.0157,0.1493,0.06,0.2317,0.147,0.0133,0.0016,0.3466,0.5891,True
0.12,0.0198,0.27,0.0506,0.1,0.0698,0.1494,0.28,0.2317,0.147,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0092,0.41,0.1088,0.1,0.1251,0.4107,0.36,0.2318,0.154,0.0133,0.0016,0.3466,0.1887,True
0.06,0.0011,0.75,0.9164,0.1,0.0159,0.0334,0.14,0.2316,0.147,0.2068,0.0016,0.3466,0.2671,True
0.12,0.0041,0.45,0.2467,0.1,0.016,0.0379,0.24,0.2044,0.154,0.2068,0.0016,0.3466,0.4637,True
0.06,0.0801,0.24,0.0125,0.1,0.0158,0.0378,0.08,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0906,0.65,0.011,0.1,0.1251,0.4107,0.36,0.2318,0.154,0.0133,0.0016,0.3466,0.1887,True
0.12,0.004,0.37,0.2517,0.1,0.0158,0.0336,0.09,0.2316,0.147,0.0133,0.0016,0.3466,0.0702,True
0.06,0.0019,0.47,0.5333,0.1,0.0753,0.4513,0.35,0.2393,0.154,0.0133,0.0016,0.3466,0.3098,True
0.12,0.0017,0.24,0.6003,0.1,0.0753,0.3718,0.35,0.2175,0.154,0.0133,0.0016,0.3466,0.2854,True
0.06,0.0089,0.52,0.1121,0.1,0.0157,0.0335,0.05,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.1054,0.42,0.0095,0.1,0.0157,0.0335,0.04,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0039,0.29,0.2584,0.1,0.0809,0.4142,0.35,0.2245,0.147,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0013,0.68,0.7435,0.1,0.1371,0.449,0.36,0.2385,0.154,0.2068,0.0016,0.3466,0.3098,True
0.09,0.0039,0.69,0.2594,0.1,0.0519,0.373,0.25,0.2177,0.147,0.2068,0.0016,0.3466,0.4579,True
0.12,0.0026,0.57,0.3817,0.1,0.0899,0.3259,0.24,0.2328,0.147,0.2068,0.0016,0.3466,0.5702,True
0.06,0.0016,0.42,0.6171,0.1,0.1251,0.4107,0.36,0.2318,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0018,0.24,0.5667,0.1,0.1103,0.3631,0.49,0.2045,0.154,0.0133,0.0016,0.3466,0.5017,True
0.09,0.0532,0.33,0.0188,0.1,0.0159,0.0334,0.14,0.2316,0.147,0.0133,0.0016,0.3466,0.2987,True
0.09,0.003,0.63,0.3361,0.1,0.0161,0.0334,0.26,0.2316,0.154,0.2068,0.0016,0.3466,0.5306,True
0.12,0.0201,0.62,0.0497,0.1,0.0158,0.0335,0.1,0.2316,0.147,0.2068,0.0016,0.3466,0.0971,True
0.12,0.0016,0.29,0.6391,0.1,0.0749,0.1446,0.35,0.2317,0.147,0.0133,0.0016,0.3466,0.5332,True
0.12,0.0122,0.26,0.0819,0.1,0.1251,0.4107,0.36,0.2318,0.154,0.0133,0.0016,0.3466,0.1777,True
0.12,0.0038,0.72,0.2667,0.1,0.0749,0.1446,0.35,0.2317,0.154,0.2068,0.0016,0.3466,0.5332,True
0.12,0.0051,0.38,0.1952,0.1,0.0157,0.0378,0.05,0.2044,0.147,0.2068,0.0016,0.3466,0.3574,True
0.06,0.0013,0.69,0.7818,0.1,0.0158,0.0378,0.07,0.2316,0.147,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0036,0.26,0.2766,0.1,0.0698,0.1446,0.28,0.2317,0.147,0.0133,0.0016,0.3466,0.4579,True
0.2,0.0112,0.26,0.0891,0.1,0.0158,0.3609,0.09,0.2424,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0011,0.52,0.9167,0.1,0.0158,0.0335,0.1,0.2316,0.154,0.0133,0.0016,0.3466,0.0372,True
0.06,0.0064,0.6,0.1573,0.1,0.0158,0.0335,0.1,0.2316,0.147,0.2075,0.0016,0.3466,0.4579,True
0.09,0.0017,0.62,0.6048,0.1,0.0157,0.0377,0.02,0.2316,0.154,0.2068,0.0015,0.3466,0.5702,True
0.12,0.0127,0.28,0.0786,0.1,0.0698,0.1446,0.28,0.2317,0.147,0.0133,0.0016,0.3466,0.5884,True
0.12,0.0029,0.42,0.35,0.1,0.0158,0.0334,0.08,0.2316,0.147,0.2069,0.0016,0.3466,0.4579,True
0.09,0.0026,0.61,0.3913,0.1,0.1051,0.3416,0.48,0.2318,0.147,0.2068,0.0016,0.3466,0.5176,True
0.06,0.0135,0.51,0.0743,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.09,0.006,0.61,0.1678,0.1,0.0698,0.1446,0.28,0.2317,0.147,0.2068,0.0016,0.3466,0.5884,True
0.09,0.0017,0.35,0.5997,0.1,0.1056,0.3429,0.48,0.2137,0.147,0.0133,0.0015,0.3466,0.2799,True
0.09,0.0267,0.31,0.0375,0.1,0.0002,0.0217,0.1,0.0283,0.147,0.0133,0.0016,0.3466,0.1244,True
0.12,0.0014,0.26,0.7272,0.1,0.131,0.4336,0.47,0.2319,0.147,0.0133,0.0016,0.3466,0.5017,True
0.06,0.0018,0.48,0.5556,0.1,0.0158,0.0336,0.09,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.09,0.0086,0.29,0.1162,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.2194,True
0.12,0.0053,0.45,0.1895,0.1,0.0158,0.0336,0.09,0.2316,0.147,0.2068,0.0016,0.3466,0.0702,True
0.09,0.0061,0.66,0.1651,0.1,0.0158,0.0336,0.09,0.2316,0.147,0.2068,0.0016,0.3466,0.0702,True
0.06,0.0023,0.75,0.4427,0.1,0.1371,0.449,0.36,0.2385,0.147,0.2068,0.0015,0.3466,0.4579,True
0.12,0.0017,0.28,0.6,0.1,0.0157,0.0335,0.06,0.2316,0.154,0.2069,0.0016,0.3466,0.1887,True
0.12,0.0065,0.21,0.155,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0045,0.31,0.2225,0.1,0.0158,0.0335,0.1,0.2316,0.154,0.207,0.0016,0.3466,0.6267,True
0.06,0.004,0.68,0.2484,0.1,0.1117,0.3688,0.26,0.2426,0.147,0.2068,0.0016,0.3466,0.1857,True
0.2,0.048,0.21,0.0208,0.1,0.0157,0.3555,0.04,0.2424,0.154,0.0133,0.0016,0.3466,0.4637,True
0.2,0.0525,0.58,0.0191,0.1,0.0161,0.3556,0.25,0.2424,0.154,0.0133,0.0016,0.3466,0.2799,True
0.12,0.0063,0.73,0.16,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.2068,0.0016,0.3466,0.4579,True
0.09,0.0017,0.41,0.5905,0.1,0.0161,0.0335,0.25,0.2316,0.154,0.0133,0.0016,0.3466,0.0161,True
0.09,0.0036,0.23,0.2758,0.1,0.0157,0.0334,0.01,0.2316,0.147,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0258,0.37,0.0388,0.1,0.0161,0.0334,0.26,0.2316,0.147,0.0133,0.0016,0.3466,0.5306,True
0.06,0.006,0.51,0.1667,0.1,0.0749,0.1446,0.35,0.2317,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0031,0.33,0.3235,0.1,0.1228,0.4481,0.04,0.2383,0.154,0.0133,0.0016,0.3466,0.5332,True
0.12,0.0063,0.68,0.1585,0.1,0.0157,0.0335,0.05,0.2316,0.147,0.2068,0.0016,0.3466,0.3574,True
0.06,0.0117,0.33,0.0853,0.1,0.1064,0.451,0.48,0.2392,0.154,0.0133,0.0016,0.3466,0.2799,True
0.12,0.0012,0.25,0.8083,0.1,0.0158,0.0378,0.08,0.2044,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0352,0.36,0.0284,0.1,0.1207,0.423,0.05,0.2279,0.147,0.0133,0.0016,0.3466,0.4579,True
0.2,0.1269,0.38,0.0079,0.1,0.0157,0.3555,0.05,0.2424,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0827,0.63,0.0121,0.1,0.0749,0.1446,0.35,0.2317,0.154,0.2068,0.0016,0.3466,0.4579,True
0.06,0.1065,0.31,0.0094,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.2194,True
0.12,0.0684,0.41,0.0146,0.1,0.0004,0.0212,0.14,0.0283,0.147,0.0133,0.0016,0.3466,0.2671,True
0.06,0.0159,0.24,0.0627,0.1,0.1251,0.4107,0.36,0.2318,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0025,0.41,0.3981,0.1,0.1126,0.372,0.01,0.2176,0.147,0.0133,0.0015,0.3466,0.159,True
0.12,0.0017,0.64,0.5729,0.1,0.116,0.4232,0.05,0.2279,0.147,0.2068,0.0016,0.3466,0.3574,True
0.06,0.0117,0.33,0.0853,0.1,0.1064,0.451,0.48,0.2392,0.154,0.0133,0.0016,0.3466,0.2799,True
0.06,0.0232,0.57,0.0432,0.1,0.1234,0.4052,0.01,0.2222,0.147,0.2068,0.0016,0.3466,0.0861,True
0.06,0.0035,0.27,0.2833,0.1,0.0158,0.0379,0.09,0.2316,0.154,0.2069,0.0016,0.3466,0.0702,True
0.06,0.0026,0.54,0.3861,0.1,0.0161,0.0334,0.26,0.2316,0.154,0.0133,0.0016,0.3466,0.6215,True
0.09,0.0015,0.43,0.6528,0.1,0.1103,0.3625,0.09,0.2164,0.154,0.0133,0.0016,0.3466,0.4579,True
0.04,0.0031,0.35,0.32,0.1,0.0158,0.0379,0.1,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0039,0.39,0.2579,0.1,0.0917,0.4573,0.1,0.2427,0.154,0.0133,0.0016,0.3466,0.442,True
0.12,0.0188,0.55,0.0533,0.1,0.0158,0.0333,0.07,0.2316,0.154,0.0133,0.0016,0.3466,0.5074,True
0.09,0.0129,0.68,0.0775,0.1,0.1251,0.4107,0.36,0.2318,0.147,0.2068,0.0016,0.3466,0.183,True
0.09,0.0079,0.24,0.1268,0.1,0.016,0.0334,0.24,0.2316,0.147,0.0133,0.0016,0.3466,0.2194,True
0.12,0.0098,0.68,0.1017,0.1,0.0161,0.0334,0.26,0.2316,0.147,0.2068,0.0016,0.3466,0.1857,True
0.15,0.0858,0.51,0.0117,0.1,0.0161,0.0334,0.26,0.2343,0.154,0.0133,0.0016,0.3466,0.1402,True
0.06,0.0027,0.71,0.3762,0.3,0.1272,0.4215,0.37,0.2318,0.154,0.2068,0.0016,0.3466,0.1296,True
0.12,0.0026,0.59,0.3811,0.1,0.0158,0.0335,0.1,0.2316,0.154,0.2068,0.0016,0.3466,0.0209,True
0.2,0.01,0.76,0.1,0.1,0.0157,0.3555,0.02,0.2424,0.147,0.2068,0.0016,0.3466,0.0161,True
0.12,0.008,0.59,0.125,0.1,0.0158,0.0335,0.1,0.2316,0.147,0.2068,0.0016,0.3466,0.407,True
0.12,0.0073,0.21,0.1369,0.1,0.0157,0.0335,0.04,0.2316,0.147,0.0133,0.0016,0.3466,0.4695,True
0.12,0.0062,0.59,0.1612,0.1,0.0157,0.0335,0.04,0.2316,0.154,0.207,0.0016,0.3466,0.2799,True
0.06,0.0018,0.67,0.5608,0.1,0.0159,0.0334,0.14,0.2316,0.147,0.2068,0.0016,0.3466,0.4579,True
0.2,0.0069,0.34,0.1459,0.1,0.0157,0.3555,0.01,0.2424,0.147,0.0133,0.0016,0.3466,0.4579,True
0.12,0.013,0.61,0.0769,0.1,0.0698,0.1494,0.28,0.2317,0.147,0.2068,0.0016,0.3466,0.6441,True
0.06,0.0248,0.22,0.0403,0.1,0.1252,0.4173,0.36,0.2258,0.147,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0167,0.24,0.06,0.1,0.0158,0.1493,0.1,0.2317,0.147,0.2069,0.0016,0.3466,0.4579,True
0.09,0.0038,0.45,0.2621,0.1,0.131,0.4336,0.47,0.2319,0.154,0.0133,0.0016,0.3466,0.172,True
0.12,0.0019,0.27,0.5362,0.1,0.0157,0.1492,0.04,0.2317,0.147,0.0133,0.0016,0.3466,0.4785,True
0.06,0.0021,0.22,0.4867,0.1,0.0157,0.1492,0.05,0.2317,0.147,0.0133,0.0016,0.3466,0.3574,True
0.12,0.0029,0.34,0.35,0.1,0.0158,0.1493,0.1,0.2317,0.147,0.0133,0.0016,0.3466,0.0473,True
0.06,0.0032,0.77,0.3111,0.1,0.1117,0.3688,0.26,0.2426,0.154,0.2068,0.0016,0.3466,0.5306,True
0.12,0.0026,0.39,0.38,0.1,0.0157,0.0334,0.01,0.2316,0.147,0.0133,0.0016,0.3466,0.2194,True
0.09,0.0021,0.49,0.4832,0.1,0.1295,0.4303,0.07,0.2302,0.147,0.2068,0.0016,0.3466,0.5074,True
0.06,0.0025,0.3,0.3957,0.1,0.0464,0.3277,0.05,0.2105,0.154,0.0133,0.0016,0.3466,0.1777,True
0.06,0.0034,0.7,0.2966,0.1,0.0158,0.1493,0.07,0.2317,0.154,0.0133,0.0016,0.3466,0.0702,True
0.06,0.0018,0.44,0.5587,0.1,0.1019,0.3292,0.07,0.2109,0.147,0.2068,0.0016,0.3466,0.5074,True
0.09,0.0121,0.24,0.0825,0.1,0.0158,0.0334,0.08,0.2316,0.154,0.207,0.0016,0.3466,0.4579,True
0.06,0.0021,0.2,0.4864,0.1,0.0157,0.0335,0.06,0.2316,0.154,0.0133,0.0016,0.3466,0.5414,True
0.12,0.0034,0.25,0.2921,0.1,0.0158,0.3609,0.09,0.2318,0.147,0.0133,0.0016,0.3466,0.0702,True
0.12,0.0017,0.32,0.5915,0.1,0.0158,0.0378,0.07,0.2044,0.154,0.0133,0.0016,0.3466,0.5074,True
0.06,0.06,0.22,0.0167,0.1,0.0158,0.0335,0.1,0.2316,0.154,0.207,0.0016,0.3466,0.4637,True
0.06,0.0027,0.23,0.3767,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.2194,True
0.15,0.0012,0.47,0.8503,0.1,0.0158,0.0335,0.1,0.2343,0.154,0.2075,0.0016,0.3466,0.0372,True
0.12,0.0033,0.6,0.3,0.3,0.1272,0.4215,0.37,0.2318,0.147,0.0133,0.0016,0.3466,0.1296,True
0.15,0.0013,0.64,0.8,0.1,0.0157,0.0336,0.02,0.2343,0.154,0.0133,0.0016,0.3466,0.543,True
0.12,0.0081,0.58,0.1242,0.1,0.0749,0.1446,0.35,0.2317,0.154,0.0133,0.0016,0.3466,0.4579,True
0.15,0.0017,0.42,0.5974,0.1,0.0937,0.3304,0.06,0.2112,0.147,0.0133,0.0015,0.3466,0.5891,True
0.09,0.0225,0.6,0.0444,0.1,0.0749,0.1446,0.35,0.2317,0.154,0.2068,0.0016,0.3466,0.5332,True
0.12,0.0015,0.31,0.6667,0.1,0.0157,0.0334,0.01,0.2316,0.147,0.2068,0.0016,0.3466,0.2194,True
0.03,0.0014,0.24,0.7179,0.1,0.0089,0.4297,0.01,0.23,0.154,0.207,0.0016,0.3466,0.2194,True
0.12,0.012,0.25,0.0834,0.1,0.1128,0.3726,0.48,0.2177,0.154,0.0133,0.0016,0.3466,0.5176,True
0.12,0.0253,0.24,0.0395,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.207,0.0016,0.3466,0.2194,True
0.12,0.0173,0.24,0.0577,0.1,0.0698,0.1446,0.28,0.2317,0.154,0.0133,0.0016,0.3466,0.5884,True
0.12,0.0018,0.32,0.5629,0.1,0.0157,0.0378,0.06,0.2044,0.147,0.0133,0.0016,0.3466,0.2266,True
0.06,0.0217,0.34,0.0462,0.1,0.1116,0.4518,0.24,0.2395,0.154,0.0133,0.0016,0.3466,0.5351,True
0.09,0.0014,0.68,0.7222,0.1,0.0698,0.1446,0.28,0.2317,0.154,0.2068,0.0016,0.3466,0.5884,True
0.06,0.0017,0.34,0.5822,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.5702,True
0.06,0.0047,0.36,0.2135,0.1,0.0157,0.0335,0.06,0.2316,0.154,0.0133,0.0016,0.3466,0.183,True
0.12,0.0168,0.52,0.0594,0.1,0.0698,0.1446,0.28,0.2317,0.147,0.2068,0.0016,0.3466,0.5884,True
0.15,0.0532,0.33,0.0188,0.1,0.0159,0.0334,0.14,0.2343,0.147,0.0133,0.0016,0.3466,0.2987,True
0.06,0.4348,0.4,0.0023,0.1,0.1251,0.4107,0.36,0.2318,0.147,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0031,0.33,0.3208,0.1,0.0158,0.0335,0.1,0.2316,0.154,0.0133,0.0016,0.3466,0.2877,True
0.06,0.0559,0.57,0.0179,0.1,0.0159,0.0334,0.14,0.2316,0.147,0.0133,0.0016,0.3466,0.2753,True
0.09,0.1143,0.33,0.0087,0.1,0.0157,0.0335,0.06,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0167,0.23,0.06,0.1,0.0157,0.0335,0.04,0.2316,0.147,0.0133,0.0016,0.3466,0.5702,True
0.12,0.0011,0.25,0.9398,0.1,0.0372,0.3456,0.07,0.2142,0.147,0.0133,0.0015,0.3466,0.5074,True
0.12,0.0281,0.6,0.0356,0.1,0.106,0.344,0.1,0.2139,0.154,0.207,0.0016,0.3466,0.0372,True
0.12,0.0021,0.56,0.4874,0.1,0.0159,0.1493,0.14,0.2317,0.147,0.2068,0.0016,0.3466,0.2671,True
0.06,0.0024,0.28,0.42,0.1,0.1251,0.4112,0.36,0.2318,0.154,0.2069,0.0016,0.3466,0.1887,True
0.15,0.0097,0.27,0.1027,0.1,0.0158,0.3609,0.09,0.2343,0.147,0.0133,0.0016,0.3466,0.0702,True
0.12,0.0204,0.23,0.049,0.1,0.0157,0.1492,0.05,0.2317,0.147,0.0133,0.0016,0.3466,0.3574,True
0.2,0.1081,0.44,0.0093,0.1,0.1103,0.3631,0.49,0.2424,0.147,0.0133,0.0016,0.3466,0.172,True
0.12,0.0111,0.24,0.09,0.1,0.1354,0.4448,0.01,0.2372,0.154,0.0133,0.0016,0.3466,0.0161,True
0.12,0.0039,0.71,0.2556,0.1,0.1309,0.4401,0.25,0.235,0.147,0.2068,0.0016,0.3466,0.2428,True
0.06,0.0014,0.34,0.6973,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.0209,True
